Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.A.3	SkylineNe.A.4	SkylineNe.B.1	SkylineNe.B.2	SkylineNe.B.3	SkylineNe.B.4	psi.height	psi.treeLength	Mascot	D.treeLikelihood
34	-4314.008448019353	-4283.0652668677785	-30.943181151574542	1.272091654567154	0.8382523806261644	-0.6772242410750513	-3.1437242745865404	-0.28027689156972174	-0.38889121015016065	-0.5918115790029757	-0.6269916219492557	0.46868462909478914	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.110288015224306	-6.802032218616602	-4283.0652668677785
36	-4314.1029434585735	-4282.40536427294	-31.697579185633785	1.272091654567154	0.8382523806261644	-0.6772242410750513	-3.1437242745865404	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.46868462909478914	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.115413427661398	-6.582981170199992	-4282.40536427294
38	-4311.202545912835	-4282.40536427294	-28.797181639895992	1.272091654567154	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.46868462909478914	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.115413427661398	-6.489928775596388	-4282.40536427294
40	-4312.587182648754	-4283.821669738376	-28.765512910377947	1.272091654567154	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.46868462909478914	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.111566890999471	-6.458260046078342	-4283.821669738376
42	-4310.410308727681	-4281.5930148275265	-28.81729390015407	1.272091654567154	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.46868462909478914	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.117889977757424	-6.510041035854465	-4281.5930148275265
44	-4309.742752100214	-4281.500527331931	-28.24222476828234	1.272091654567154	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.28000475992138807	2.0795289085751043	2.8683930889502594	7.120442056772957	-6.506273540100641	-4281.500527331931
46	-4309.5543601477975	-4281.168870265634	-28.38548988216406	1.272091654567154	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.118252812772633	-6.537746623274248	-4281.168870265634
48	-4308.959803961641	-4281.168870265634	-27.79093369600713	0.72482110710078	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.118252812772633	-6.577291138177646	-4281.168870265634
50	-4308.959803961641	-4281.168870265634	-27.79093369600713	0.72482110710078	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.118252812772633	-6.577291138177646	-4281.168870265634
52	-4309.211520987837	-4281.46858903506	-27.742931952776296	0.72482110710078	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.113619992426381	-6.529289394946807	-4281.46858903506
54	-4309.621221527126	-4281.877695901673	-27.74352562545262	0.72482110710078	0.8382523806261644	-0.6772242410750513	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.113619992426381	-6.5298830676231345	-4281.877695901673
56	-4311.424259496178	-4281.877695901673	-29.54656359450469	0.72482110710078	0.8382523806261644	-2.070765268140112	-1.3620104216042772	-0.28027689156972174	-0.38889121015016065	-1.498134976274	-0.6269916219492557	0.20398557371622597	-1.4856360869520928	0.6317285044828921	2.0795289085751043	2.8683930889502594	7.113619992426381	-6.4015023154352315	-4281.877695901673
