Sample	posterior	likelihood	prior	SkylineM.A_to_B.1	SkylineM.A_to_B.2	SkylineM.B_to_A.1	SkylineM.B_to_A.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.B.1	SkylineNe.B.2	psi.height	psi.treeLength	Mascot	D.treeLikelihood
140	-6037.702287887329	-6004.06830949729	-33.63397839003841	1.9032555398188469	1.6963588555060398	-0.6157331727432314	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	11.150459539203794	-17.715046143769396	-6004.06830949729
142	-6037.810533315415	-6004.288174520846	-33.52235879456943	1.9032555398188469	1.6963588555060398	-0.6157331727432314	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	10.985648905525652	-17.603426548300416	-6004.288174520846
144	-6037.556813643315	-6004.288174520846	-33.26863912246869	1.9032555398188469	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.819157570437942	10.985648905525652	-17.609760748106844	-6004.288174520846
146	-6038.004131345575	-6004.694930984632	-33.30920036094292	1.9032555398188469	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.9886509315011938	11.31521046679196	-17.65032198658107	-6004.694930984632
148	-6038.004131345575	-6004.694930984632	-33.30920036094292	1.9032555398188469	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.9886509315011938	11.31521046679196	-17.65032198658107	-6004.694930984632
150	-6036.46391060548	-6004.694930984632	-31.76897962084761	0.9251784767525879	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	2.0855053576585796	2.9886509315011938	11.31521046679196	-17.217357995190866	-6004.694930984632
152	-6034.732703929047	-6004.694930984632	-30.037772944414137	0.9251784767525879	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	0.5638796395270598	2.9886509315011938	11.31521046679196	-17.217357995190866	-6004.694930984632
154	-6029.870724602718	-5999.562903030654	-30.307821572064128	0.9251784767525879	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	0.5638796395270598	2.9886509315011938	11.516732182957439	-17.487406622840858	-5999.562903030654
156	-6029.870724602718	-5999.562903030654	-30.307821572064128	0.9251784767525879	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	0.5638796395270598	2.9886509315011938	11.516732182957439	-17.487406622840858	-5999.562903030654
158	-6029.857425214786	-5999.564659596844	-30.2927656179423	0.9251784767525879	1.6963588555060398	-0.37022490003131203	0.0732888073186392	1.0745994891369253	0.38898123005283647	0.18695760373358133	0.5638796395270598	2.9886509315011938	11.510411990121389	-17.472350668719034	-5999.564659596844
