Sample	posterior	likelihood	prior	M.1	M.2	SkylineNe.A.1	SkylineNe.A.2	SkylineNe.B.1	SkylineNe.B.2	psi.height	psi.treeLength	Mascot	D.treeLikelihood
202	-5210.605242840691	-5185.67842988717	-24.926812953521242	0.5813908191147706	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.7333829464063093	-0.049245519490894896	7.6614025734983935	17.723495506966067	-14.430347153431654	-5185.67842988717
204	-5210.675363778855	-5185.67842988717	-24.996933891685167	0.5813908191147706	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.7333829464063093	-0.10036324316274797	7.6614025734983935	17.723495506966067	-14.459155395101424	-5185.67842988717
206	-5210.675363778855	-5185.67842988717	-24.996933891685167	0.5813908191147706	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.7333829464063093	-0.10036324316274797	7.6614025734983935	17.723495506966067	-14.459155395101424	-5185.67842988717
208	-5210.675363778855	-5185.67842988717	-24.996933891685167	0.5813908191147706	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.7333829464063093	-0.10036324316274797	7.6614025734983935	17.723495506966067	-14.459155395101424	-5185.67842988717
210	-5210.675363778855	-5185.67842988717	-24.996933891685167	0.5813908191147706	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.7333829464063093	-0.10036324316274797	7.6614025734983935	17.723495506966067	-14.459155395101424	-5185.67842988717
212	-5210.981386773426	-5185.67842988717	-25.302956886255423	1.168747287463337	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.43929644735788914	-0.10036324316274797	7.6614025734983935	17.723495506966067	-14.576203053493488	-5185.67842988717
214	-5210.91027391681	-5185.67842988717	-25.231844029640012	1.168747287463337	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.43929644735788914	-0.05328735027648272	7.6614025734983935	17.723495506966067	-14.529387088818545	-5185.67842988717
216	-5208.055659634509	-5185.6789657476875	-22.376693886821613	1.168747287463337	0.49817724684181197	-2.1906757316426835	-0.7627028721734276	0.43929644735788914	-0.05328735027648272	3.7000396349098263	9.800769629788935	-11.674236946000148	-5185.6789657476875
218	-5208.502096875854	-5185.6789657476875	-22.82313112816565	1.168747287463337	0.49817724684181197	-2.1906757316426835	-1.766096544037377	0.43929644735788914	-0.05328735027648272	3.7000396349098263	9.800769629788935	-13.050093687760791	-5185.6789657476875
220	-5208.502096875854	-5185.6789657476875	-22.82313112816565	1.168747287463337	0.49817724684181197	-2.1906757316426835	-1.766096544037377	0.43929644735788914	-0.05328735027648272	3.7000396349098263	9.800769629788935	-13.050093687760791	-5185.6789657476875
222	-5208.373132292706	-5185.543006665752	-22.83012562695398	1.168747287463337	0.49817724684181197	-2.1906757316426835	-1.766096544037377	0.43929644735788914	-0.05328735027648272	3.7000396349098263	9.8014631671678	-13.057088186549125	-5185.543006665752
224	-5208.373132292706	-5185.543006665752	-22.83012562695398	1.168747287463337	0.49817724684181197	-2.1906757316426835	-1.766096544037377	0.43929644735788914	-0.05328735027648272	3.7000396349098263	9.8014631671678	-13.057088186549125	-5185.543006665752
